Order ID,Order Date,Order Time,Month,Month No,Quarter,Year,Day of Week,Week No,Customer ID,Customer Name,Customer Email,Customer Phone,Customer Age,Customer Gender,Customer Segment,Loyalty Tier,Account Age (Days),Shipping Country,Shipping State,Shipping City,Pincode,Product ID,Product Name,Brand,Main Category,Sub Category,SKU,Product Rating (Avg),Units Ordered,Unit Price (₹),Discount %,Coupon Code,Gross Amount (₹),Discount Amount (₹),Net Revenue (₹),COGS (₹),Gross Profit (₹),Profit Margin %,Shipping Method,Shipping Cost (₹),Warehouse Location,Estimated Delivery Days,Actual Delivery Days,On-Time Delivery,Delivery Status,Return Requested,Return Reason,Refund Amount (₹),Payment Method,Payment Status,EMI Months,Platform,Traffic Source,Campaign Name,Device Type,App/Web,Order Satisfaction,Review Score,Review Text Sentiment,Repeat Customer,Customer Lifetime Orders,Month_Year
EC-2024-05-011197,2024-05-18,18:32:41,May,5,Q2,2024,Saturday,20,C62944,Aishwarya Kumar,aishwarya.kumar44@gmail.com,+91 8019932052,49,Male,Regular,Gold,1092,India,Rajasthan,Udaipur,313001,P004,OnePlus 12 256GB,OnePlus,Electronics,Smartphones,OP-12-256,4.5,3,64999,5,SAVE5,194997,9750,185247,92624,92623,50.0,Next Day,0,Hyderabad WH,1,1,Yes,Delivered,No,,0,COD,Paid,0,Amazon,YouTube Ads,YT-Brand-Awareness,Desktop,Web,3.3,3,Positive,Yes,16,2024-05
EC-2023-03-011198,2023-03-20,11:30:02,March,3,Q1,2023,Monday,12,C44248,Riya Sharma,riya.sharma46@gmail.com,+91 7003878245,44,Male,Churned,Gold,697,India,Tamil Nadu,Madurai,625001,P008,HP Spectre x360,HP,Electronics,Laptops,HP-SPX360-14,4.5,5,169900,15,FESTIVE15,849500,127425,722075,382700,339375,47.0,Same Day,0,Kolkata WH,1,1,Yes,Delivered,No,,0,Credit Card,Paid,0,Nykaa,Direct,Direct-Visit,Mobile,App,3.9,4,Positive,No,17,2023-03
EC-2024-07-011200,2024-07-03,21:49:04,July,7,Q3,2024,Wednesday,27,C59472,Aarav Malhotra,aarav.malhotra52@gmail.com,+91 9098235603,54,Female,Premium,Silver,311,India,Uttar Pradesh,Agra,282001,P012,"Sony Bravia 43"" LED",Sony,Electronics,Televisions,SNY-BRV43,4.5,4,44990,0,NONE,179960,0,179960,91780,88180,49.0,Express (2-3 days),0,Bengaluru WH,2,2,Yes,Delivered,No,,0,Credit Card,Paid,0,BigBasket,Organic Search,SEO-Organic,Desktop,Web,3.9,4,Negative,No,9,2024-07
EC-2022-10-011205,2022-10-12,10:22:56,October,10,Q4,2022,Wednesday,41,C49362,Arjun Mishra,arjun.mishra17@yahoo.com,+91 7642280031,37,Male,New Customer,Bronze,268,India,West Bengal,Durgapur,713201,P002,iPhone 15 Pro 256GB,Apple,Electronics,Smartphones,APL-IPH15P-256,4.8,1,134900,5,SAVE5,134900,6745,128155,64078,64077,50.0,Standard (5-7 days),0,Kolkata WH,5,5,Yes,Delivered,Yes,Wrong Item Delivered,121747,Net Banking,Paid,0,Myntra,App Notification,Push-Flash-Sale,Mobile,App,1.3,1,Positive,No,9,2022-10
EC-2022-02-011209,2022-02-23,13:52:04,February,2,Q1,2022,Wednesday,8,C53398,Vijay Patel,vijay.patel50@yahoo.com,+91 8536219012,29,Male,New Customer,Gold,1041,India,Andhra Pradesh,Guntur,522001,P001,iPhone 15 128GB,Apple,Electronics,Smartphones,APL-IPH15-128,4.7,4,79900,10,FLAT10,319600,31960,287640,149573,138067,48.0,Express (2-3 days),0,Bengaluru WH,3,4,No,Delivered,No,,0,Credit Card,Refunded,0,Ajio,Email Campaign,Email-Winback,Tablet,App,4.4,4,Positive,Yes,17,2022-02
EC-2024-08-011216,2024-08-13,20:04:03,August,8,Q3,2024,Tuesday,33,C29152,Ishaan Kumar,ishaan.kumar33@gmail.com,+91 7744251003,30,Female,VIP,Gold,417,India,Andhra Pradesh,Vijayawada,520001,P012,"Sony Bravia 43"" LED",Sony,Electronics,Televisions,SNY-BRV43,4.5,3,44990,0,NONE,134970,0,134970,68835,66135,49.0,Free Shipping,0,Delhi WH,5,5,Yes,Delivered,No,,0,UPI,Paid,0,BigBasket,Instagram Ads,IG-Reel-Shop,Desktop,Web,3.5,3,Neutral,No,12,2024-08
EC-2023-07-011218,2023-07-07,15:29:19,July,7,Q3,2023,Friday,27,C60194,Divya Sinha,divya.sinha64@gmail.com,+91 8277652474,45,Male,Regular,Silver,1362,India,Rajasthan,Udaipur,313001,P004,OnePlus 12 256GB,OnePlus,Electronics,Smartphones,OP-12-256,4.5,4,64999,0,NONE,259996,0,259996,129998,129998,50.0,Standard (5-7 days),0,Delhi WH,5,5,Yes,Delivered,No,,0,UPI,Paid,0,Flipkart,Referral,Refer-Earn-50,Mobile,App,4.4,4,Positive,Yes,16,2023-07
EC-2023-11-011221,2023-11-13,11:24:16,November,11,Q4,2023,Monday,46,C37134,Zara Mukherjee,zara.mukherjee88@gmail.com,+91 9362966484,23,Male,New Customer,Bronze,1359,India,Telangana,Warangal,506001,P002,iPhone 15 Pro 256GB,Apple,Electronics,Smartphones,APL-IPH15P-256,4.8,7,134900,5,SAVE5,944300,47215,897085,448542,448543,50.0,Standard (5-7 days),0,Delhi WH,6,6,Yes,Delivered,No,,0,UPI,Refunded,0,Amazon,Facebook Ads,FB-Retarget-Q4,Mobile,App,4.5,5,Positive,Yes,14,2023-11
EC-2024-12-011223,2024-12-03,10:29:38,December,12,Q4,2024,Tuesday,49,C60320,Nisha Mishra,nisha.mishra70@gmail.com,+91 8151807288,33,Female,New Customer,Silver,1456,India,Delhi,Dwarka,110075,P009,Lenovo IdeaPad Slim 5,Lenovo,Electronics,Laptops,LEN-IPS5-16,4.2,4,52990,0,NONE,211960,0,211960,105980,105980,50.0,Next Day,0,Kolkata WH,1,1,Yes,Delivered,No,,0,Net Banking,Paid,0,Amazon,App Notification,Push-Flash-Sale,Desktop,Web,1.4,1,Positive,No,5,2024-12
EC-2022-05-011225,2022-05-05,14:50:11,May,5,Q2,2022,Thursday,18,C54373,Vivek Chatterjee,vivek.chatterjee51@gmail.com,+91 8292156896,27,Male,New Customer,Gold,1004,India,Telangana,Warangal,506001,P001,iPhone 15 128GB,Apple,Electronics,Smartphones,APL-IPH15-128,4.7,3,79900,5,SAVE5,239700,11985,227715,118412,109303,48.0,Standard (5-7 days),0,Kolkata WH,6,8,No,Delivered,No,,0,Net Banking,Paid,0,Company Website,Email Campaign,Email-Winback,Mobile,App,2.1,2,Neutral,Yes,5,2022-05
EC-2022-06-011226,2022-06-04,18:05:49,June,6,Q2,2022,Saturday,22,C61662,Arjun Krishnan,arjun.krishnan25@gmail.com,+91 8459151865,27,Male,New Customer,Bronze,1345,India,Andhra Pradesh,Vijayawada,520001,P003,Samsung Galaxy S24,Samsung,Electronics,Smartphones,SAM-S24-256,4.6,5,79999,10,FLAT10,399995,40000,359995,183597,176398,49.0,Express (2-3 days),0,Bengaluru WH,2,3,No,In Transit,No,,0,UPI,Paid,0,Myntra,Facebook Ads,FB-Retarget-Q4,Desktop,Web,2.4,2,Negative,Yes,17,2022-06
EC-2023-10-011227,2023-10-10,11:32:36,October,10,Q4,2023,Tuesday,41,C25819,Uday Sharma,uday.sharma53@gmail.com,+91 7224673866,42,Female,VIP,Gold,943,India,Kerala,Kochi,682001,P002,iPhone 15 Pro 256GB,Apple,Electronics,Smartphones,APL-IPH15P-256,4.8,2,134900,5,SAVE5,269800,13490,256310,128155,128155,50.0,Standard (5-7 days),0,Delhi WH,7,7,Yes,Delivered,Yes,Defective Product,243494,Wallet,Paid,0,Company Website,Email Campaign,Email-Winback,Desktop,Web,3.8,4,Positive,Yes,22,2023-10
EC-2022-01-011235,2022-01-31,09:37:06,January,1,Q1,2022,Monday,5,C73244,Aarav Mishra,aarav.mishra64@gmail.com,+91 9564359913,24,Male,New Customer,Silver,1145,India,Uttar Pradesh,Kanpur,208001,P001,iPhone 15 128GB,Apple,Electronics,Smartphones,APL-IPH15-128,4.7,2,79900,5,SAVE5,159800,7990,151810,78941,72869,48.0,Free Shipping,0,Delhi WH,6,6,Yes,Delivered,No,,0,Net Banking,Paid,0,Flipkart,Referral,Refer-Earn-50,Mobile,App,4.1,4,Positive,No,16,2022-01
EC-2024-05-011237,2024-05-11,10:50:46,May,5,Q2,2024,Saturday,19,C56621,Varun Kumar,varun.kumar36@yahoo.com,+91 9986912531,25,Female,Regular,Bronze,330,India,Uttar Pradesh,Noida,201301,P005,Redmi Note 13 Pro,Xiaomi,Electronics,Smartphones,XMI-RN13P,4.3,4,24999,0,NONE,99996,0,99996,44998,54998,55.0,Express (2-3 days),0,Delhi WH,3,3,Yes,Delivered,No,,0,Credit Card,Failed,0,Ajio,Referral,Refer-Earn-50,Tablet,App,3.9,4,Positive,Yes,21,2024-05
EC-2023-11-011239,2023-11-21,17:35:15,November,11,Q4,2023,Tuesday,47,C18255,Ananya Reddy,ananya.reddy47@gmail.com,+91 8922867759,42,Male,Premium,Gold,702,India,Maharashtra,Pune,411001,P002,iPhone 15 Pro 256GB,Apple,Electronics,Smartphones,APL-IPH15P-256,4.8,1,134900,5,SAVE5,134900,6745,128155,64078,64077,50.0,Standard (5-7 days),0,Bengaluru WH,7,7,Yes,Delivered,No,,0,Debit Card,Paid,0,Company Website,Google Ads,GGL-PMax-2024,Mobile,App,3.4,3,Positive,No,14,2023-11
EC-2023-04-011242,2023-04-29,14:14:53,April,4,Q2,2023,Saturday,17,C29913,Uday Chopra,uday.chopra59@gmail.com,+91 8222879721,31,Female,Regular,Gold,761,India,Karnataka,Mysuru,570001,P011,"LG OLED 65""",LG,Electronics,Televisions,LG-OLED65-C3,4.8,4,249990,10,FLAT10,999960,99996,899964,485981,413983,46.0,Standard (5-7 days),0,Bengaluru WH,5,5,Yes,Delivered,No,,0,COD,Paid,0,Meesho,Direct,Direct-Visit,Mobile,App,3.5,3,Positive,Yes,21,2023-04
EC-2022-02-011243,2022-02-03,09:25:16,February,2,Q1,2022,Thursday,5,C15031,Riya Singh,riya.singh19@gmail.com,+91 8042248917,18,Male,Regular,Diamond,1016,India,Kerala,Thiruvananthapuram,695001,P005,Redmi Note 13 Pro,Xiaomi,Electronics,Smartphones,XMI-RN13P,4.3,2,24999,15,FESTIVE15,49998,7500,42498,19124,23374,55.0,Standard (5-7 days),0,Chennai WH,6,6,Yes,Delivered,No,,0,COD,Paid,0,Myntra,Referral,Refer-Earn-50,Desktop,Web,5.0,5,Positive,Yes,24,2022-02
EC-2023-04-011245,2023-04-26,18:41:29,April,4,Q2,2023,Wednesday,17,C11147,Kavya Agarwal,kavya.agarwal85@yahoo.com,+91 9722248413,42,Female,Regular,Gold,594,India,Rajasthan,Jaipur,302001,P005,Redmi Note 13 Pro,Xiaomi,Electronics,Smartphones,XMI-RN13P,4.3,5,24999,15,FESTIVE15,124995,18749,106246,47811,58435,55.0,Express (2-3 days),0,Delhi WH,3,3,Yes,Delivered,No,,0,Debit Card,Paid,0,Myntra,Google Ads,GGL-PMax-2024,Desktop,Web,2.7,3,Positive,No,15,2023-04
EC-2022-08-011252,2022-08-29,14:24:52,August,8,Q3,2022,Monday,35,C32460,Mohan Malhotra,mohan.malhotra27@gmail.com,+91 7818877817,58,Female,New Customer,Silver,63,India,Delhi,Laxmi Nagar,110092,P013,"iPad Pro 12.9"" M2",Apple,Electronics,Tablets,APL-IPDP-M2-12,4.7,2,112900,15,FESTIVE15,225800,33870,191930,99804,92126,48.0,Free Shipping,0,Mumbai WH,8,9,No,Delivered,Yes,Changed Mind,182334,UPI,Paid,0,Flipkart,Direct,Direct-Visit,Mobile,App,2.2,2,Neutral,Yes,7,2022-08
EC-2022-08-011256,2022-08-17,09:45:15,August,8,Q3,2022,Wednesday,33,C32789,Zara Nair,zara.nair75@gmail.com,+91 9991674239,23,Female,Regular,Silver,516,India,Maharashtra,Nagpur,440001,P003,Samsung Galaxy S24,Samsung,Electronics,Smartphones,SAM-S24-256,4.6,4,79999,15,FESTIVE15,319996,47999,271997,138718,133279,49.0,Free Shipping,0,Bengaluru WH,6,6,Yes,Delivered,No,,0,COD,Paid,0,Myntra,Influencer,Influencer-Collab,Desktop,Web,4.7,5,Positive,No,11,2022-08
EC-2022-12-011257,2022-12-30,17:46:43,December,12,Q4,2022,Friday,52,C56793,Varun Gupta,varun.gupta52@gmail.com,+91 9614867827,46,Male,Regular,Bronze,1111,India,West Bengal,Durgapur,713201,P012,"Sony Bravia 43"" LED",Sony,Electronics,Televisions,SNY-BRV43,4.5,1,44990,5,SAVE5,44990,2250,42740,21797,20943,49.0,Standard (5-7 days),0,Mumbai WH,7,8,No,Delivered,No,,0,Debit Card,Paid,0,Amazon,Direct,Direct-Visit,Mobile,App,3.0,3,Positive,No,6,2022-12
EC-2022-02-011264,2022-02-24,06:45:01,February,2,Q1,2022,Thursday,8,C54532,Sakshi Iyer,sakshi.iyer12@yahoo.com,+91 9670164177,64,Male,Regular,Gold,299,India,West Bengal,Howrah,711101,P009,Lenovo IdeaPad Slim 5,Lenovo,Electronics,Laptops,LEN-IPS5-16,4.2,2,52990,0,NONE,105980,0,105980,52990,52990,50.0,Next Day,0,Kolkata WH,2,5,No,Delivered,No,,0,Credit Card,Paid,0,Flipkart,Organic Search,SEO-Organic,Mobile,App,2.0,2,Positive,No,25,2022-02
EC-2022-03-011266,2022-03-09,09:13:14,March,3,Q1,2022,Wednesday,10,C53971,Manish Reddy,manish.reddy75@gmail.com,+91 9782413911,52,Female,Premium,Bronze,554,India,Kerala,Kochi,682001,P014,Samsung Tab S9+,Samsung,Electronics,Tablets,SAM-TABS9P,4.6,2,84999,10,FLAT10,169998,17000,152998,78029,74969,49.0,Free Shipping,0,Chennai WH,7,7,Yes,Delivered,Yes,Wrong Item Delivered,145348,UPI,Paid,0,Company Website,Facebook Ads,FB-Retarget-Q4,Mobile,App,1.1,1,Neutral,Yes,14,2022-03
EC-2023-07-011273,2023-07-21,08:29:57,July,7,Q3,2023,Friday,29,C78320,Nalini Malhotra,nalini.malhotra45@yahoo.com,+91 8051989067,29,Male,Regular,Bronze,1250,India,Telangana,Warangal,506001,P004,OnePlus 12 256GB,OnePlus,Electronics,Smartphones,OP-12-256,4.5,4,64999,25,SUPER25,259996,64999,194997,97498,97499,50.0,Express (2-3 days),0,Kolkata WH,2,2,Yes,Delivered,No,,0,COD,Paid,0,Meesho,Influencer,Influencer-Collab,Tablet,App,3.6,3,Positive,Yes,7,2023-07
EC-2022-01-011282,2022-01-29,08:45:36,January,1,Q1,2022,Saturday,4,C71212,Rahul Iyer,rahul.iyer17@yahoo.com,+91 9738590268,21,Female,Regular,Bronze,1266,India,West Bengal,Kolkata,700001,P010,"Samsung 55"" 4K QLED",Samsung,Electronics,Televisions,SAM-TV55-QLED,4.7,4,89990,15,FESTIVE15,359960,53994,305966,162162,143804,47.0,Express (2-3 days),0,Delhi WH,2,2,Yes,Delivered,Yes,Wrong Item Delivered,290668,Credit Card,Paid,0,App,App Notification,Push-Flash-Sale,Mobile,App,3.1,3,Positive,Yes,5,2022-01
EC-2024-03-011285,2024-03-27,11:33:36,March,3,Q1,2024,Wednesday,13,C48062,Riya Sinha,riya.sinha27@gmail.com,+91 8168609158,32,Female,Regular,Bronze,1447,India,Kerala,Kozhikode,673001,P004,OnePlus 12 256GB,OnePlus,Electronics,Smartphones,OP-12-256,4.5,1,64999,20,MEGA20,64999,13000,51999,26000,25999,50.0,Standard (5-7 days),0,Delhi WH,6,7,No,Delivered,Yes,Product Not as Described,49399,Net Banking,Pending,0,Ajio,Google Ads,GGL-PMax-2024,Desktop,Web,3.1,3,Positive,Yes,14,2024-03
EC-2024-11-011286,2024-11-14,17:04:08,November,11,Q4,2024,Thursday,46,C61445,Tara Kumar,tara.kumar80@gmail.com,+91 9274918595,62,Male,VIP,Gold,1306,India,Andhra Pradesh,Guntur,522001,P011,"LG OLED 65""",LG,Electronics,Televisions,LG-OLED65-C3,4.8,1,249990,0,NONE,249990,0,249990,134995,114995,46.0,Standard (5-7 days),0,Kolkata WH,5,5,Yes,Delivered,No,,0,UPI,Pending,0,Flipkart,Instagram Ads,IG-Reel-Shop,Tablet,App,4.6,4,Negative,No,16,2024-11
EC-2023-07-011287,2023-07-23,18:18:10,July,7,Q3,2023,Sunday,29,C32135,Dhruv Pillai,dhruv.pillai24@gmail.com,+91 7994271322,51,Male,Regular,Silver,1242,India,West Bengal,Kolkata,700001,P011,"LG OLED 65""",LG,Electronics,Televisions,LG-OLED65-C3,4.8,4,249990,10,FLAT10,999960,99996,899964,485981,413983,46.0,Express (2-3 days),0,Chennai WH,3,3,Yes,Out for Delivery,No,,0,Credit Card,Paid,0,Amazon,Influencer,Influencer-Collab,Mobile,App,2.7,3,Positive,Yes,19,2023-07
EC-2022-08-011288,2022-08-02,06:33:31,August,8,Q3,2022,Tuesday,31,C68144,Akash Pillai,akash.pillai97@gmail.com,+91 8355810056,39,Male,Regular,Bronze,1131,India,Maharashtra,Nagpur,440001,P008,HP Spectre x360,HP,Electronics,Laptops,HP-SPX360-14,4.5,3,169900,0,NONE,509700,0,509700,270141,239559,47.0,Free Shipping,0,Bengaluru WH,6,6,Yes,Delivered,No,,0,Debit Card,Paid,0,Company Website,Google Ads,GGL-PMax-2024,Desktop,Web,1.5,1,Positive,No,6,2022-08
EC-2023-09-011293,2023-09-11,19:53:16,September,9,Q3,2023,Monday,37,C23372,Akash Patel,akash.patel83@gmail.com,+91 7464969652,21,Female,Regular,Bronze,692,India,Andhra Pradesh,Vijayawada,520001,P005,Redmi Note 13 Pro,Xiaomi,Electronics,Smartphones,XMI-RN13P,4.3,3,24999,0,NONE,74997,0,74997,33749,41248,55.0,Free Shipping,0,Bengaluru WH,6,6,Yes,Out for Delivery,No,,0,EMI,Pending,9,Ajio,Direct,Direct-Visit,Desktop,Web,4.2,4,Positive,No,20,2023-09
EC-2024-08-011296,2024-08-26,13:01:12,August,8,Q3,2024,Monday,35,C22143,Meera Patel,meera.patel36@gmail.com,+91 7245758152,21,Male,Premium,Gold,457,India,Uttar Pradesh,Agra,282001,P003,Samsung Galaxy S24,Samsung,Electronics,Smartphones,SAM-S24-256,4.6,5,79999,0,NONE,399995,0,399995,203997,195998,49.0,Express (2-3 days),0,Delhi WH,2,2,Yes,Out for Delivery,No,,0,UPI,Paid,0,Myntra,Instagram Ads,IG-Reel-Shop,Mobile,App,2.8,3,Positive,Yes,16,2024-08
EC-2023-04-011307,2023-04-25,10:42:20,April,4,Q2,2023,Tuesday,17,C78366,Shreya Saxena,shreya.saxena54@gmail.com,+91 9014340384,25,Female,Premium,Bronze,496,India,Tamil Nadu,Madurai,625001,P005,Redmi Note 13 Pro,Xiaomi,Electronics,Smartphones,XMI-RN13P,4.3,2,24999,0,NONE,49998,0,49998,22499,27499,55.0,Express (2-3 days),0,Delhi WH,3,3,Yes,Delivered,No,,0,Debit Card,Refunded,0,BigBasket,Influencer,Influencer-Collab,Desktop,Web,3.3,3,Positive,Yes,11,2023-04
EC-2024-12-011308,2024-12-20,15:56:54,December,12,Q4,2024,Friday,51,C68379,Rohan Mukherjee,rohan.mukherjee54@yahoo.com,+91 8794085864,41,Male,Premium,Bronze,606,India,Tamil Nadu,Tiruchirappalli,620001,P008,HP Spectre x360,HP,Electronics,Laptops,HP-SPX360-14,4.5,5,169900,20,MEGA20,849500,169900,679600,360188,319412,47.0,Express (2-3 days),0,Chennai WH,2,2,Yes,Delivered,No,,0,Credit Card,Paid,0,Company Website,Direct,Direct-Visit,Mobile,App,1.8,2,Positive,Yes,20,2024-12
EC-2023-12-011313,2023-12-16,20:04:56,December,12,Q4,2023,Saturday,50,C60519,Vijay Das,vijay.das32@yahoo.com,+91 9252777819,60,Male,Regular,Silver,646,India,West Bengal,Howrah,711101,P006,MacBook Air M2,Apple,Electronics,Laptops,APL-MBA-M2-8,4.8,5,114900,15,FESTIVE15,574500,86175,488325,263696,224629,46.0,Express (2-3 days),0,Mumbai WH,3,3,Yes,Delivered,No,,0,UPI,Paid,0,Ajio,Direct,Direct-Visit,Mobile,App,4.6,5,Positive,No,14,2023-12
EC-2024-05-011314,2024-05-29,04:10:33,May,5,Q2,2024,Wednesday,22,C71113,Kriti Malhotra,kriti.malhotra12@gmail.com,+91 9932377741,23,Female,New Customer,Bronze,366,India,Tamil Nadu,Chennai,600001,P004,OnePlus 12 256GB,OnePlus,Electronics,Smartphones,OP-12-256,4.5,5,64999,20,MEGA20,324995,64999,259996,129998,129998,50.0,Express (2-3 days),0,Delhi WH,3,3,Yes,Delivered,Yes,Changed Mind,246996,Credit Card,Paid,0,App,YouTube Ads,YT-Brand-Awareness,Mobile,App,2.3,3,Neutral,Yes,23,2024-05
EC-2024-03-011316,2024-03-30,15:27:57,March,3,Q1,2024,Saturday,13,C44555,Pooja Bajaj,pooja.bajaj46@gmail.com,+91 7367577083,23,Male,Churned,Silver,867,India,Rajasthan,Udaipur,313001,P007,Dell XPS 15 i7,Dell,Electronics,Laptops,DEL-XPS15-I7,4.6,2,135000,5,SAVE5,270000,13500,256500,133380,123120,48.0,Express (2-3 days),0,Mumbai WH,3,4,No,Delivered,No,,0,COD,Paid,0,Amazon,Referral,Refer-Earn-50,Desktop,Web,3.1,3,Positive,Yes,2,2024-03
EC-2022-10-011325,2022-10-23,10:26:24,October,10,Q4,2022,Sunday,42,C67522,Kiran Joshi,kiran.joshi96@gmail.com,+91 8723139651,25,Male,Premium,Silver,1220,India,Tamil Nadu,Madurai,625001,P007,Dell XPS 15 i7,Dell,Electronics,Laptops,DEL-XPS15-I7,4.6,5,135000,0,NONE,675000,0,675000,351000,324000,48.0,Free Shipping,0,Chennai WH,7,7,Yes,Delivered,No,,0,Debit Card,Pending,0,Ajio,Google Ads,GGL-PMax-2024,Mobile,App,4.6,5,Positive,No,20,2022-10
EC-2022-09-011334,2022-09-03,10:33:53,September,9,Q3,2022,Saturday,35,C37213,Arjun Saxena,arjun.saxena78@gmail.com,+91 7995779601,50,Male,Regular,Platinum,594,India,Andhra Pradesh,Vijayawada,520001,P005,Redmi Note 13 Pro,Xiaomi,Electronics,Smartphones,XMI-RN13P,4.3,5,24999,0,NONE,124995,0,124995,56248,68747,55.0,Express (2-3 days),0,Chennai WH,3,3,Yes,Delivered,Yes,Defective Product,118745,COD,Paid,0,Flipkart,Facebook Ads,FB-Retarget-Q4,Mobile,App,2.9,3,Negative,Yes,9,2022-09
EC-2022-08-011335,2022-08-06,08:12:24,August,8,Q3,2022,Saturday,31,C41652,Mohan Iyer,mohan.iyer42@yahoo.com,+91 9958606207,48,Female,New Customer,Diamond,894,India,Telangana,Warangal,506001,P012,"Sony Bravia 43"" LED",Sony,Electronics,Televisions,SNY-BRV43,4.5,5,44990,0,NONE,224950,0,224950,114724,110226,49.0,Express (2-3 days),0,Delhi WH,2,5,No,Delivered,No,,0,Buy Now Pay Later,Paid,0,Flipkart,Email Campaign,Email-Winback,Mobile,App,1.0,1,Positive,Yes,2,2022-08
EC-2024-04-011340,2024-04-05,03:55:37,April,4,Q2,2024,Friday,14,C71135,Preeti Mehta,preeti.mehta72@yahoo.com,+91 7309236968,19,Male,Regular,Platinum,492,India,Uttar Pradesh,Kanpur,208001,P012,"Sony Bravia 43"" LED",Sony,Electronics,Televisions,SNY-BRV43,4.5,5,44990,15,FESTIVE15,224950,33742,191208,97516,93692,49.0,Standard (5-7 days),0,Kolkata WH,6,7,No,Delivered,Yes,Late Delivery,181648,Net Banking,Paid,0,Meesho,Facebook Ads,FB-Retarget-Q4,Mobile,App,2.6,3,Positive,Yes,13,2024-04
EC-2022-12-011343,2022-12-02,08:54:25,December,12,Q4,2022,Friday,48,C79169,Sunita Sharma,sunita.sharma71@yahoo.com,+91 7392715899,46,Female,VIP,Bronze,1406,India,Telangana,Warangal,506001,P008,HP Spectre x360,HP,Electronics,Laptops,HP-SPX360-14,4.5,5,169900,10,FLAT10,849500,84950,764550,405212,359338,47.0,Standard (5-7 days),0,Mumbai WH,7,7,Yes,Delivered,No,,0,UPI,Paid,0,Flipkart,App Notification,Push-Flash-Sale,Mobile,App,1.8,2,Neutral,No,10,2022-12
EC-2023-05-011344,2023-05-04,21:48:10,May,5,Q2,2023,Thursday,18,C11808,Divya Bajaj,divya.bajaj16@gmail.com,+91 9792845691,26,Female,Regular,Gold,1434,India,Telangana,Warangal,506001,P013,"iPad Pro 12.9"" M2",Apple,Electronics,Tablets,APL-IPDP-M2-12,4.7,1,112900,10,FLAT10,112900,11290,101610,52837,48773,48.0,Next Day,0,Kolkata WH,1,1,Yes,Delivered,No,,0,Credit Card,Paid,0,BigBasket,Facebook Ads,FB-Retarget-Q4,Desktop,Web,2.5,3,Neutral,Yes,18,2023-05
EC-2023-07-011348,2023-07-18,16:05:04,July,7,Q3,2023,Tuesday,29,C12779,Pooja Agarwal,pooja.agarwal34@gmail.com,+91 7046170900,20,Male,Regular,Bronze,588,India,Uttar Pradesh,Kanpur,208001,P006,MacBook Air M2,Apple,Electronics,Laptops,APL-MBA-M2-8,4.8,1,114900,0,NONE,114900,0,114900,62046,52854,46.0,Free Shipping,0,Hyderabad WH,5,5,Yes,Delivered,No,,0,Debit Card,Paid,0,Amazon,Influencer,Influencer-Collab,Mobile,App,2.7,2,Neutral,No,13,2023-07
EC-2024-10-011353,2024-10-03,01:40:25,October,10,Q4,2024,Thursday,40,C23976,Aditi Malhotra,aditi.malhotra50@yahoo.com,+91 9553693705,33,Female,New Customer,Bronze,413,India,Tamil Nadu,Chennai,600001,P001,iPhone 15 128GB,Apple,Electronics,Smartphones,APL-IPH15-128,4.7,5,79900,15,FESTIVE15,399500,59925,339575,176579,162996,48.0,Standard (5-7 days),0,Bengaluru WH,5,5,Yes,Delivered,No,,0,Credit Card,Paid,0,Myntra,Direct,Direct-Visit,Desktop,Web,1.5,2,Positive,Yes,1,2024-10
EC-2023-02-011357,2023-02-11,07:08:45,February,2,Q1,2023,Saturday,6,C30101,Tara Mishra,tara.mishra46@gmail.com,+91 9502195158,55,Female,Premium,Bronze,138,India,Maharashtra,Mumbai,400001,P004,OnePlus 12 256GB,OnePlus,Electronics,Smartphones,OP-12-256,4.5,4,64999,5,SAVE5,259996,13000,246996,123498,123498,50.0,Standard (5-7 days),0,Kolkata WH,7,7,Yes,Delivered,No,,0,EMI,Pending,6,BigBasket,Influencer,Influencer-Collab,Mobile,App,5.0,5,Positive,No,23,2023-02
EC-2023-06-011360,2023-06-30,10:16:04,June,6,Q2,2023,Friday,26,C23628,Uma Patel,uma.patel60@gmail.com,+91 9660488866,42,Male,Regular,Bronze,387,India,Kerala,Kozhikode,673001,P004,OnePlus 12 256GB,OnePlus,Electronics,Smartphones,OP-12-256,4.5,3,64999,5,SAVE5,194997,9750,185247,92624,92623,50.0,Standard (5-7 days),0,Bengaluru WH,6,8,No,Delivered,No,,0,Net Banking,Paid,0,Nykaa,Referral,Refer-Earn-50,Mobile,App,1.0,1,Positive,Yes,13,2023-06
EC-2024-08-011361,2024-08-10,19:08:02,August,8,Q3,2024,Saturday,32,C58721,Dhruv Patel,dhruv.patel38@gmail.com,+91 8036742231,57,Female,Regular,Bronze,1242,India,Gujarat,Surat,395001,P008,HP Spectre x360,HP,Electronics,Laptops,HP-SPX360-14,4.5,5,169900,15,FESTIVE15,849500,127425,722075,382700,339375,47.0,Next Day,0,Kolkata WH,2,2,Yes,Delivered,No,,0,UPI,Paid,0,App,Instagram Ads,IG-Reel-Shop,Desktop,Web,1.2,2,Neutral,Yes,7,2024-08
